run,freq_hz,base_accel_ms2,base_phase_rad,mass_accel_ms2,mass_phase_rad
1g_1196g,10.0,9.8868123,1.75583,9.44305695,1.78919
1g_1196g,10.1451,9.9009387,1.75608,9.454053960000001,1.78885
1g_1196g,10.2901,9.944200799999999,1.75628,9.4898997,1.78542
1g_1196g,10.4352,9.988934400000002,1.75551,9.53032671,1.78266
1g_1196g,10.5803,10.1205846,1.75141,9.66376233,1.77683
1g_1196g,10.7254,10.195140600000002,1.74854,9.74567583,1.77401
1g_1196g,10.8704,10.27107,1.74554,9.8309934,1.77141
1g_1196g,11.0155,10.4256756,1.7399,10.0044342,1.76734
1g_1196g,11.1606,10.504351800000002,1.73727,10.088015400000002,1.76528
1g_1196g,11.3057,10.653267600000001,1.73194,10.231731900000002,1.7596
1g_1196g,11.4507,10.712716200000001,1.72899,10.288531800000001,1.75665
1g_1196g,11.5958,10.7504847,1.72603,10.333755900000002,1.75376
1g_1196g,11.7409,10.7690256,1.72096,10.383688800000002,1.74726
1g_1196g,11.8859,10.7699085,1.71867,10.3910463,1.74388
1g_1196g,12.031,10.774911600000001,1.7163,10.391340600000001,1.74051
1g_1196g,12.1761,10.7848197,1.71027,10.3900653,1.73493
1g_1196g,12.3212,10.772066700000002,1.70713,10.390751999999999,1.73296
1g_1196g,12.4662,10.7365545,1.70183,10.374369300000001,1.72842
1g_1196g,12.6113,10.7333172,1.69917,10.3541607,1.72539
1g_1196g,12.7564,10.7376336,1.69634,10.3304205,1.72246
1g_1196g,12.9015,10.711539000000002,1.69145,10.2817629,1.71812
1g_1196g,13.0465,10.6778907,1.68979,10.2564531,1.71615
1g_1196g,13.1916,10.6079454,1.68619,10.214172,1.71048
1g_1196g,13.3367,10.577142,1.68381,10.200045600000001,1.7073
1g_1196g,13.4817,10.549674,1.6811,10.183270499999999,1.70444
1g_1196g,13.6268,10.510434,1.67543,10.1358882,1.70045
1g_1196g,13.7719,10.4994468,1.67276,10.1215656,1.69905
1g_1196g,13.917,10.496307600000002,1.66785,10.1234295,1.69508
1g_1196g,14.062,10.512003600000002,1.66584,10.1251953,1.69265
1g_1196g,14.2071,10.5420222,1.66388,10.119309300000001,1.69051
1g_1196g,14.3522,10.5523227,1.65916,10.087721100000001,1.6861
1g_1196g,14.4972,10.5121017,1.65695,10.072908,1.68303
1g_1196g,14.6423,10.423615500000002,1.65267,10.032490800000001,1.67688
1g_1196g,14.7874,10.395853200000001,1.65004,10.016696699999999,1.67417
1g_1196g,14.9325,10.3780971,1.64726,10.011987900000001,1.67153
1g_1196g,15.0775,10.3607334,1.64202,10.019934000000001,1.66674
1g_1196g,15.2226,10.3645593,1.63951,10.0167948,1.66445
1g_1196g,15.3677,10.378293300000001,1.63382,10.0070829,1.6606
1g_1196g,15.5128,10.3655403,1.6313,10.007279100000002,1.65826
1g_1196g,15.6578,10.332186300000002,1.62922,10.016696699999999,1.65488
1g_1196g,15.8029,10.239383700000001,1.62643,10.0211112,1.65018
1g_1196g,15.948,10.2126024,1.62499,10.002374099999999,1.64959
