run,freq_hz,temperature_C,G_storage_pa,G_loss_pa,G_abs_pa,tan_delta,force_dyn_N,strain_dyn_pct
tf_015p_high,0.0517947,52.965567,2676949.948667794,301218.1246966336,2693843.6083630137,0.1125228825613782,1.0281009932622256,0.12396167938941856
tf_015p_high,0.07196859,53.00553,2732707.062253826,304582.6189591919,2749628.7858298207,0.11145820317380985,1.0540259866633315,0.12450916030544955
tf_015p_high,0.09999999,53.015322999999995,2807160.5270269583,318443.30269458826,2825164.837939427,0.11343964822412526,1.0764949737020453,0.12376340966931659
tf_015p_high,0.13895,52.942606999999995,2874554.5010926956,335752.9675180319,2894096.341684126,0.11680174002281159,1.105648947851188,0.12408758269730667
tf_015p_high,0.19307,53.002289,2934450.2224317137,356793.3201346065,2956061.4982138323,0.12158779092832586,1.3716318750957421,0.1507121119594159
tf_015p_high,0.26827,53.010563,3005033.01694992,358015.5132906942,3026284.609998858,0.11913862885076602,1.4179057507118122,0.15218142493651637
tf_015p_high,0.372759,52.977641999999996,3085604.676356028,379978.2531045569,3108912.9437124124,0.12314547486144453,1.4353955127654805,0.14996402035636183
tf_015p_high,0.517947,52.967751,3165395.3332944675,394153.5625418171,3189840.8497771174,0.1245195373847953,1.4673430383597643,0.14941241730292623
tf_015p_high,0.719686,52.955206999999994,3255276.565419005,399514.60333549074,3279700.814959265,0.12272831364915592,1.5199100768436442,0.15052468193397045
tf_015p_high,1.0,53.002079,3335745.5138755124,419071.24521464383,3361966.514096528,0.12563046055865376,1.5637001799892167,0.15107206106883095
tf_015p_high,1.3895,52.964461,3422211.237683728,419357.1936997604,3447809.480124523,0.12253983304186565,1.6211333537598585,0.15272127226476112
tf_015p_high,1.9307,52.979735,3526357.138462952,431268.79751611844,3552631.059327666,0.12229867270451723,1.6480649921692263,0.15067745547086625
tf_015p_high,2.6827,52.977509,3629663.354843779,436231.3932325221,3655783.622964765,0.12018508345970218,1.7103849284539476,0.15196284987290296
tf_015p_high,3.72759,52.957342,3732876.143255027,446794.7675920464,3759519.898235698,0.1196918275468005,1.7483106528779144,0.15104636132328386
tf_015p_high,5.17947,52.936699,3847286.0878876513,462195.4606268167,3874949.662366971,0.12013545394555898,1.793966422706576,0.1503738422393138
tf_015p_high,7.19686,52.989304,3954688.8179085082,485852.2203161882,3984421.667755154,0.12285472832047953,1.8459354028150154,0.15047877862608233
tf_015p_high,10.0,52.991922,4058943.3838918908,499499.0085001291,4089562.403623689,0.12306133918556603,1.891979690710865,0.15026702290089133
tf_015p_high,13.895,52.955892999999996,4171333.5765675586,543101.3890173377,4206540.493773055,0.13019850343981276,1.9583568895721721,0.15121358778638833
tf_015p_high,19.307,52.986895999999994,4283398.026760935,548441.356919427,4318366.193091908,0.12803884987876163,1.9974983698598008,0.1502418829517819
tf_015p_high,26.827,52.967617999999995,4374200.6206800435,602979.2402722123,4415565.086617672,0.13784901346808115,2.0728382348587497,0.15247659033091868
tf_015p_high,37.2759,52.979392000000004,4489164.567029704,611341.682223969,4530600.088542292,0.13618161533081616,2.0984367513793165,0.15044030534363959
tf_015p_high,51.7947,52.947590999999996,4557502.331099502,618008.5151390757,4599213.196054494,0.13560245727619422,2.120316600989463,0.14974117048358807
tf_015p_high,100.0,52.94821399999999,4720030.316299554,663847.9042534333,4766485.1019140445,0.14064483907253417,2.2123105816730493,0.15075506361335997
