run,freq_hz,base_accel_ms2,base_phase_rad,mass_accel_ms2,mass_phase_rad
1g_ds_33mm_6mm_1195g,10.0,9.8609139,1.7481,9.37762425,1.78034
1g_ds_33mm_6mm_1195g,10.1451,9.869841000000001,1.74781,9.38558016,1.77999
1g_ds_33mm_6mm_1195g,10.2901,9.8787681,1.74753,9.39352626,1.77963
1g_ds_33mm_6mm_1195g,10.4352,9.8875971,1.74725,9.401482170000001,1.77927
1g_ds_33mm_6mm_1195g,10.5803,9.896524200000002,1.74696,9.409428270000001,1.77892
1g_ds_33mm_6mm_1195g,10.7254,9.9053532,1.74668,9.41738418,1.77856
1g_ds_33mm_6mm_1195g,10.8704,9.9142803,1.7464,9.42534009,1.7782
1g_ds_33mm_6mm_1195g,11.0155,9.924777,1.74606,9.43471845,1.77778
1g_ds_33mm_6mm_1195g,11.1606,9.9499887,1.74535,9.458684280000002,1.77677
1g_ds_33mm_6mm_1195g,11.3057,9.980694000000002,1.74447,9.48792789,1.77554
1g_ds_33mm_6mm_1195g,11.4507,10.0114974,1.7436,9.5171715,1.77431
1g_ds_33mm_6mm_1195g,11.5958,10.0423008,1.74273,9.54641511,1.77307
1g_ds_33mm_6mm_1195g,11.7409,10.0730061,1.74185,9.57564891,1.77184
1g_ds_33mm_6mm_1195g,11.8859,10.1038095,1.74098,9.60489252,1.77061
1g_ds_33mm_6mm_1195g,12.031,10.1456982,1.73979,9.64468188,1.76893
1g_ds_33mm_6mm_1195g,12.1761,10.193669100000001,1.73856,9.689886360000001,1.76736
1g_ds_33mm_6mm_1195g,12.3212,10.2687156,1.73663,9.76059684,1.76489
1g_ds_33mm_6mm_1195g,12.4662,10.343762100000001,1.7347,9.8312877,1.76243
1g_ds_33mm_6mm_1195g,12.6113,10.4188086,1.73277,9.9020178,1.75997
1g_ds_33mm_6mm_1195g,12.7564,10.493757000000002,1.73084,9.972747900000002,1.7575
1g_ds_33mm_6mm_1195g,12.9015,10.568803500000001,1.72891,10.043478,1.75504
1g_ds_33mm_6mm_1195g,13.0465,10.64385,1.72698,10.11411,1.75258
1g_ds_33mm_6mm_1195g,13.1916,10.6844634,1.72593,10.152369,1.75124
1g_ds_33mm_6mm_1195g,13.3367,10.8731097,1.72145,10.330911,1.74612
1g_ds_33mm_6mm_1195g,13.4817,11.002503599999999,1.71837,10.4532417,1.74261
1g_ds_33mm_6mm_1195g,13.6268,11.131799400000002,1.7153,10.575572400000002,1.7391
1g_ds_33mm_6mm_1195g,13.7719,11.261095200000002,1.71223,10.697903100000001,1.73558
1g_ds_33mm_6mm_1195g,13.917,11.390489100000002,1.70915,10.8202338,1.73207
1g_ds_33mm_6mm_1195g,14.062,11.519784900000001,1.70608,10.9424664,1.72856
1g_ds_33mm_6mm_1195g,14.2071,11.613078,1.70386,11.030756400000001,1.72603
1g_ds_33mm_6mm_1195g,14.3522,11.831939100000001,1.6991,11.2396113,1.72098
1g_ds_33mm_6mm_1195g,14.4972,12.0030255,1.69537,11.4029478,1.71704
1g_ds_33mm_6mm_1195g,14.6423,12.174210000000002,1.69165,11.566284300000001,1.71309
1g_ds_33mm_6mm_1195g,14.7874,12.3452964,1.68792,11.729620800000001,1.70915
1g_ds_33mm_6mm_1195g,14.9325,12.5164809,1.6842,11.892957299999999,1.7052
1g_ds_33mm_6mm_1195g,15.0775,12.6876654,1.68047,12.0562938,1.70125
1g_ds_33mm_6mm_1195g,15.2226,12.8418786,1.67711,12.2035419,1.6977
1g_ds_33mm_6mm_1195g,15.3677,13.0437684,1.67295,12.3965046,1.69348
1g_ds_33mm_6mm_1195g,15.5128,13.2275097,1.66916,12.5721036,1.68964
1g_ds_33mm_6mm_1195g,15.6578,13.411251,1.66536,12.747702600000002,1.68579
1g_ds_33mm_6mm_1195g,15.8029,13.5949923,1.66157,12.9233997,1.68195
1g_ds_33mm_6mm_1195g,15.948,13.7787336,1.65778,13.098998700000001,1.67811
1g_ds_33mm_6mm_1195g,16.093,13.9624749,1.65399,13.274597700000001,1.67427
1g_ds_33mm_6mm_1195g,16.2381,14.161323600000001,1.64988,13.464617400000002,1.67011
1g_ds_33mm_6mm_1195g,16.3832,14.305138200000002,1.64667,13.604508000000001,1.66705
1g_ds_33mm_6mm_1195g,16.5283,14.4618039,1.64317,13.756857300000002,1.66372
1g_ds_33mm_6mm_1195g,16.6733,14.6185677,1.63967,13.909108500000002,1.66039
1g_ds_33mm_6mm_1195g,16.8184,14.775233400000001,1.63617,14.061457800000001,1.65706
1g_ds_33mm_6mm_1195g,16.9635,14.9319972,1.63267,14.2138071,1.65373
1g_ds_33mm_6mm_1195g,17.1086,15.088662900000001,1.62917,14.3661564,1.6504
1g_ds_33mm_6mm_1195g,17.2536,15.2864325,1.62476,14.558432400000001,1.6462
1g_ds_33mm_6mm_1195g,17.3987,15.3539253,1.62249,14.6297511,1.64414
1g_ds_33mm_6mm_1195g,17.5438,15.4453545,1.61942,14.7264777,1.64134
1g_ds_33mm_6mm_1195g,17.6888,15.536783699999999,1.61635,14.823106200000002,1.63855
1g_ds_33mm_6mm_1195g,17.8339,15.628311,1.61327,14.9198328,1.63576
1g_ds_33mm_6mm_1195g,17.979,15.7197402,1.6102,15.0165594,1.63296
1g_ds_33mm_6mm_1195g,18.1241,15.8111694,1.60713,15.1131879,1.63017
1g_ds_33mm_6mm_1195g,18.2691,15.9431139,1.6027,15.252686100000002,1.62614
1g_ds_33mm_6mm_1195g,18.4142,15.950667600000001,1.60122,15.2659296,1.6246
1g_ds_33mm_6mm_1195g,18.5593,15.9644016,1.59856,15.289669800000002,1.62185
1g_ds_33mm_6mm_1195g,18.7044,15.9780375,1.59591,15.313410000000001,1.6191
1g_ds_33mm_6mm_1195g,18.8494,15.9916734,1.59325,15.337248300000002,1.61635
1g_ds_33mm_6mm_1195g,18.9945,16.0053093,1.5906,15.360988500000001,1.6136
1g_ds_33mm_6mm_1195g,19.1396,16.0189452,1.58794,15.384728700000002,1.61085
1g_ds_33mm_6mm_1195g,19.2846,16.0326792,1.58529,15.4084689,1.6081
1g_ds_33mm_6mm_1195g,19.4297,16.0411158,1.58364,15.423282,1.60639
1g_ds_33mm_6mm_1195g,19.5748,15.977841300000001,1.58006,15.370504200000001,1.60242
1g_ds_33mm_6mm_1195g,19.7199,15.9318324,1.57747,15.332245200000001,1.59953
1g_ds_33mm_6mm_1195g,19.8649,15.8858235,1.57488,15.2939862,1.59665
1g_ds_33mm_6mm_1195g,20.01,15.8398146,1.57228,15.2556291,1.59376
1g_ds_33mm_6mm_1195g,20.1551,15.7938057,1.56969,15.2173701,1.59087
1g_ds_33mm_6mm_1195g,20.3001,15.747796800000001,1.5671,15.179013,1.58799
1g_ds_33mm_6mm_1195g,20.4452,15.6998259,1.56439,15.138988200000002,1.58498
1g_ds_33mm_6mm_1195g,20.5903,15.619776300000002,1.56186,15.0700239,1.58226
1g_ds_33mm_6mm_1195g,20.7354,15.535998900000001,1.55921,14.9979204,1.57942
1g_ds_33mm_6mm_1195g,20.8804,15.4523196,1.55657,14.925816900000001,1.57657
1g_ds_33mm_6mm_1195g,21.0255,15.3685422,1.55392,14.853713400000002,1.57373
1g_ds_33mm_6mm_1195g,21.1706,15.2848629,1.55128,14.7815118,1.57089
1g_ds_33mm_6mm_1195g,21.3157,15.201085500000001,1.54863,14.709408300000002,1.56804
1g_ds_33mm_6mm_1195g,21.4607,15.117406200000001,1.54599,14.6373048,1.5652
1g_ds_33mm_6mm_1195g,21.6058,15.0481476,1.5438,14.57766,1.56285
1g_ds_33mm_6mm_1195g,21.7509,14.9322915,1.54056,14.476715100000002,1.55968
1g_ds_33mm_6mm_1195g,21.8959,14.833504800000002,1.5378,14.3906814,1.55697
1g_ds_33mm_6mm_1195g,22.041,14.7348162,1.53504,14.3046477,1.55427
1g_ds_33mm_6mm_1195g,22.1861,14.636029500000001,1.53228,14.218614,1.55156
1g_ds_33mm_6mm_1195g,22.3312,14.5373409,1.52952,14.1324822,1.54886
1g_ds_33mm_6mm_1195g,22.4762,14.4385542,1.52676,14.046448500000002,1.54615
1g_ds_33mm_6mm_1195g,22.6213,14.339767500000002,1.52399,13.9604148,1.54345
1g_ds_33mm_6mm_1195g,22.7664,14.2846353,1.52245,13.9123458,1.54194
1g_ds_33mm_6mm_1195g,22.9115,14.1524946,1.51833,13.789720800000001,1.53803
1g_ds_33mm_6mm_1195g,23.0565,14.0608692,1.51546,13.704668100000001,1.53531
1g_ds_33mm_6mm_1195g,23.2016,13.969243800000001,1.5126,13.619615399999999,1.5326
1g_ds_33mm_6mm_1195g,23.3467,13.8775203,1.50974,13.5345627,1.52988
1g_ds_33mm_6mm_1195g,23.4917,13.7858949,1.50688,13.44951,1.52717
1g_ds_33mm_6mm_1195g,23.6368,13.6942695,1.50401,13.364457300000002,1.52445
1g_ds_33mm_6mm_1195g,23.7819,13.607451000000001,1.5013,13.284015300000002,1.52189
1g_ds_33mm_6mm_1195g,23.927,13.5236736,1.49855,13.207104900000001,1.51893
1g_ds_33mm_6mm_1195g,24.072,13.444016400000002,1.49594,13.1340204,1.51613
1g_ds_33mm_6mm_1195g,24.2171,13.3643592,1.49333,13.061034,1.51332
1g_ds_33mm_6mm_1195g,24.3622,13.2848001,1.49072,12.988047600000002,1.51051
1g_ds_33mm_6mm_1195g,24.5073,13.2051429,1.48811,12.914963100000001,1.50771
1g_ds_33mm_6mm_1195g,24.6523,13.1255838,1.4855,12.8419767,1.5049
1g_ds_33mm_6mm_1195g,24.7974,13.0358223,1.48256,12.759670800000002,1.50174
1g_ds_33mm_6mm_1195g,24.9425,12.9832407,1.48063,12.7129752,1.49958
1g_ds_33mm_6mm_1195g,25.0875,12.9231054,1.47842,12.6594126,1.49709
1g_ds_33mm_6mm_1195g,25.2326,12.862872,1.47621,12.60585,1.49461
1g_ds_33mm_6mm_1195g,25.3777,12.802638600000002,1.47401,12.552287399999999,1.49213
1g_ds_33mm_6mm_1195g,25.5228,12.742405200000002,1.4718,12.4988229,1.48965
1g_ds_33mm_6mm_1195g,25.6678,12.6821718,1.46959,12.4452603,1.48716
1g_ds_33mm_6mm_1195g,25.8129,12.6034956,1.4667,12.3752169,1.48392
1g_ds_33mm_6mm_1195g,25.958,12.5746542,1.46498,12.3503976,1.48216
1g_ds_33mm_6mm_1195g,26.1031,12.532961700000001,1.46249,12.3143949,1.47962
1g_ds_33mm_6mm_1195g,26.2481,12.491269200000001,1.46,12.278490300000001,1.47707
1g_ds_33mm_6mm_1195g,26.3932,12.4496748,1.45751,12.242585700000001,1.47453
1g_ds_33mm_6mm_1195g,26.5383,12.4079823,1.45503,12.2066811,1.47199
1g_ds_33mm_6mm_1195g,26.6833,12.3662898,1.45254,12.1707765,1.46945
1g_ds_33mm_6mm_1195g,26.8284,12.3043887,1.44884,12.117312000000002,1.46567
1g_ds_33mm_6mm_1195g,26.9735,12.286632599999999,1.44746,12.1024989,1.46422
1g_ds_33mm_6mm_1195g,27.1186,12.252003300000002,1.44476,12.073657500000001,1.4614
1g_ds_33mm_6mm_1195g,27.2636,12.217374000000001,1.44207,12.044816100000002,1.45857
1g_ds_33mm_6mm_1195g,27.4087,12.1827447,1.43938,12.0159747,1.45575
1g_ds_33mm_6mm_1195g,27.5538,12.1481154,1.43668,11.9870352,1.45292
1g_ds_33mm_6mm_1195g,27.6988,12.1134861,1.43399,11.9581938,1.4501
1g_ds_33mm_6mm_1195g,27.8439,12.0788568,1.43129,11.9293524,1.44728
1g_ds_33mm_6mm_1195g,27.989,12.0557052,1.42949,11.910124800000002,1.44539
1g_ds_33mm_6mm_1195g,28.1341,12.01725,1.42589,11.880989099999999,1.44179
1g_ds_33mm_6mm_1195g,28.2791,11.9883105,1.42319,11.8591128,1.43908
1g_ds_33mm_6mm_1195g,28.4242,11.9594691,1.42049,11.837236500000001,1.43638
1g_ds_33mm_6mm_1195g,28.5693,11.9305296,1.41779,11.8154583,1.43367
1g_ds_33mm_6mm_1195g,28.7144,11.9016882,1.41509,11.793582,1.43097
1g_ds_33mm_6mm_1195g,28.8594,11.8727487,1.41238,11.7717057,1.42826
1g_ds_33mm_6mm_1195g,29.0045,11.8483218,1.41009,11.7531648,1.42597
1g_ds_33mm_6mm_1195g,29.1496,11.821442399999999,1.407,11.734231500000002,1.42284
1g_ds_33mm_6mm_1195g,29.2946,11.7981927,1.40431,11.7178488,1.42013
1g_ds_33mm_6mm_1195g,29.4397,11.774943,1.40162,11.701368000000002,1.41741
1g_ds_33mm_6mm_1195g,29.5848,11.751595200000002,1.39894,11.6848872,1.4147
1g_ds_33mm_6mm_1195g,29.7299,11.7283455,1.39625,11.6685045,1.41199
1g_ds_33mm_6mm_1195g,29.8749,11.7050958,1.39356,11.6520237,1.40927
1g_ds_33mm_6mm_1195g,30.02,11.6811594,1.3908,11.635150500000002,1.40648
1g_ds_33mm_6mm_1195g,30.1651,11.663795700000001,1.38819,11.6210241,1.40389
1g_ds_33mm_6mm_1195g,30.3102,11.645843400000002,1.38551,11.6065053,1.40122
1g_ds_33mm_6mm_1195g,30.4552,11.6279892,1.38283,11.5919865,1.39855
1g_ds_33mm_6mm_1195g,30.6003,11.6100369,1.38014,11.5774677,1.39589
1g_ds_33mm_6mm_1195g,30.7454,11.5921827,1.37746,11.5629489,1.39322
1g_ds_33mm_6mm_1195g,30.8904,11.574230400000001,1.37478,11.548430100000001,1.39055
1g_ds_33mm_6mm_1195g,31.0355,11.5526484,1.37153,11.5309683,1.38733
1g_ds_33mm_6mm_1195g,31.1806,11.543721300000001,1.36947,11.522727900000001,1.38538
1g_ds_33mm_6mm_1195g,31.3257,11.5325379,1.36686,11.512329300000001,1.38293
1g_ds_33mm_6mm_1195g,31.4707,11.521354500000001,1.36425,11.5020288,1.38047
1g_ds_33mm_6mm_1195g,31.6158,11.5101711,1.36165,11.4916302,1.37801
1g_ds_33mm_6mm_1195g,31.7609,11.4989877,1.35904,11.481231600000001,1.37555
1g_ds_33mm_6mm_1195g,31.906,11.4877062,1.35643,11.470931100000001,1.37309
1g_ds_33mm_6mm_1195g,32.051,11.472206400000001,1.35281,11.4565104,1.36968
1g_ds_33mm_6mm_1195g,32.1961,11.46789,1.35138,11.453861700000001,1.3682
1g_ds_33mm_6mm_1195g,32.3412,11.4609249,1.34905,11.4495453,1.36579
1g_ds_33mm_6mm_1195g,32.4862,11.453959800000002,1.34672,11.4452289,1.36337
1g_ds_33mm_6mm_1195g,32.6313,11.446994700000001,1.34439,11.440912500000001,1.36096
1g_ds_33mm_6mm_1195g,32.7764,11.4400296,1.34206,11.436596100000001,1.35854
1g_ds_33mm_6mm_1195g,32.9215,11.432966400000002,1.33973,11.4322797,1.35613
1g_ds_33mm_6mm_1195g,33.0665,11.426001300000001,1.3374,11.4279633,1.35371
1g_ds_33mm_6mm_1195g,33.2116,11.422077300000002,1.33607,11.4255108,1.35234
1g_ds_33mm_6mm_1195g,33.3567,11.4125616,1.3327,11.422764,1.34882
1g_ds_33mm_6mm_1195g,33.5018,11.4058908,1.33034,11.420802,1.34635
1g_ds_33mm_6mm_1195g,33.6468,11.3993181,1.32798,11.41884,1.34389
1g_ds_33mm_6mm_1195g,33.7919,11.3926473,1.32562,11.416976100000001,1.34143
1g_ds_33mm_6mm_1195g,33.937,11.3859765,1.32326,11.4150141,1.33897
1g_ds_33mm_6mm_1195g,34.082,11.3794038,1.32091,11.413052100000002,1.33651
1g_ds_33mm_6mm_1195g,34.2271,11.3744007,1.31914,11.411678700000001,1.33466
1g_ds_33mm_6mm_1195g,34.3722,11.3626287,1.31585,11.406773700000002,1.33146
1g_ds_33mm_6mm_1195g,34.5173,11.353211100000001,1.31323,11.402849699999999,1.32889
1g_ds_33mm_6mm_1195g,34.6623,11.3437935,1.3106,11.3989257,1.32632
1g_ds_33mm_6mm_1195g,34.8074,11.3343759,1.30798,11.3950017,1.32375
1g_ds_33mm_6mm_1195g,34.9525,11.3248602,1.30535,11.391175800000001,1.32119
1g_ds_33mm_6mm_1195g,35.0975,11.315442599999999,1.30272,11.3872518,1.31862
1g_ds_33mm_6mm_1195g,35.2426,11.306711700000001,1.30028,11.3836221,1.31623
1g_ds_33mm_6mm_1195g,35.3877,11.2945473,1.29742,11.377441800000001,1.31337
1g_ds_33mm_6mm_1195g,35.5328,11.2831677,1.29475,11.371752,1.31069
1g_ds_33mm_6mm_1195g,35.6778,11.271886199999999,1.29208,11.3659641,1.30802
1g_ds_33mm_6mm_1195g,35.8229,11.260506600000001,1.28941,11.3602743,1.30534
1g_ds_33mm_6mm_1195g,35.968,11.249127000000001,1.28673,11.354584500000001,1.30267
1g_ds_33mm_6mm_1195g,36.1131,11.2378455,1.28406,11.3487966,1.3
1g_ds_33mm_6mm_1195g,36.2581,11.225190600000001,1.2811,11.3424201,1.29703
1g_ds_33mm_6mm_1195g,36.4032,11.216361599999999,1.27865,11.3370246,1.29456
1g_ds_33mm_6mm_1195g,36.5483,11.2063554,1.27591,11.330942400000001,1.29179
1g_ds_33mm_6mm_1195g,36.6933,11.1963492,1.27316,11.3248602,1.28901
1g_ds_33mm_6mm_1195g,36.8384,11.186343,1.27042,11.318778,1.28624
1g_ds_33mm_6mm_1195g,36.9835,11.1764349,1.26767,11.312695800000002,1.28347
1g_ds_33mm_6mm_1195g,37.1286,11.166428699999999,1.26492,11.3065155,1.2807
1g_ds_33mm_6mm_1195g,37.2736,11.1535776,1.26138,11.2986675,1.27712
1g_ds_33mm_6mm_1195g,37.4187,11.1479859,1.25941,11.2961169,1.27516
1g_ds_33mm_6mm_1195g,37.5638,11.140137900000001,1.25662,11.2924872,1.27241
1g_ds_33mm_6mm_1195g,37.7089,11.1321918,1.25384,11.288759400000002,1.26965
1g_ds_33mm_6mm_1195g,37.8539,11.1243438,1.25106,11.285129699999999,1.26689
1g_ds_33mm_6mm_1195g,37.999,11.116495800000001,1.24827,11.2815,1.26413
1g_ds_33mm_6mm_1195g,38.1441,11.1086478,1.24549,11.2778703,1.26138
1g_ds_33mm_6mm_1195g,38.2891,11.097072,1.2414,11.272474800000001,1.25732
1g_ds_33mm_6mm_1195g,38.4342,11.0943252,1.23982,11.273161499999999,1.25578
1g_ds_33mm_6mm_1195g,38.5793,11.0890278,1.23682,11.274436800000002,1.25288
1g_ds_33mm_6mm_1195g,38.7244,11.083828500000001,1.23383,11.275712100000002,1.24998
1g_ds_33mm_6mm_1195g,38.8694,11.078629200000002,1.23084,11.276987400000001,1.24708
1g_ds_33mm_6mm_1195g,39.0145,11.0733318,1.22784,11.2782627,1.24417
1g_ds_33mm_6mm_1195g,39.1596,11.0681325,1.22485,11.279538,1.24127
1g_ds_33mm_6mm_1195g,39.3047,11.062933200000002,1.22186,11.2809114,1.23837
1g_ds_33mm_6mm_1195g,39.4497,11.0594997,1.21991,11.2816962,1.23648
1g_ds_33mm_6mm_1195g,39.5948,11.0532213,1.21516,11.2827753,1.23172
1g_ds_33mm_6mm_1195g,39.7399,11.048512500000001,1.21165,11.2835601,1.2282
1g_ds_33mm_6mm_1195g,39.8849,11.0439018,1.20813,11.284443000000001,1.22468
1g_ds_33mm_6mm_1195g,40.03,11.039193000000001,1.20462,11.2852278,1.22116
1g_ds_33mm_6mm_1195g,40.1751,11.0345823,1.2011,11.286012600000001,1.21763
1g_ds_33mm_6mm_1195g,40.3202,11.0298735,1.19759,11.2867974,1.21411
1g_ds_33mm_6mm_1195g,40.4652,11.025949500000001,1.19466,11.2874841,1.21118
1g_ds_33mm_6mm_1195g,40.6103,11.0138832,1.18998,11.2808133,1.20625
1g_ds_33mm_6mm_1195g,40.7554,11.003484600000002,1.18598,11.275123500000001,1.20203
1g_ds_33mm_6mm_1195g,40.9005,10.993184100000002,1.18197,11.2694337,1.19781
1g_ds_33mm_6mm_1195g,41.0455,10.9827855,1.17796,11.263743900000001,1.19359
1g_ds_33mm_6mm_1195g,41.1906,10.972485,1.17396,11.2580541,1.18938
1g_ds_33mm_6mm_1195g,41.3357,10.9620864,1.16995,11.2523643,1.18516
1g_ds_33mm_6mm_1195g,41.4807,10.951589700000001,1.1659,11.2465764,1.18089
1g_ds_33mm_6mm_1195g,41.6258,10.9288305,1.16148,11.228526,1.17626
1g_ds_33mm_6mm_1195g,41.7709,10.905875100000001,1.15702,11.210279400000001,1.17158
1g_ds_33mm_6mm_1195g,41.916,10.8828216,1.15255,11.191934700000001,1.1669
1g_ds_33mm_6mm_1195g,42.061,10.859866199999999,1.14808,11.173688100000001,1.16222
1g_ds_33mm_6mm_1195g,42.2061,10.836812700000001,1.14361,11.155441500000002,1.15754
1g_ds_33mm_6mm_1195g,42.3512,10.8138573,1.13915,11.137096800000002,1.15286
