run,freq_hz,base_accel_ms2,base_phase_rad,mass_accel_ms2,mass_phase_rad
1g_253g,200.0,9.77917698,0.0166277,14.103837,0.0460092
1g_253g,200.3,9.77461533,0.0158623,14.1191406,0.0460741
1g_253g,200.6,9.75969432,0.0153109,14.126792400000001,0.0461471
1g_253g,200.9,9.7475103,0.014861,14.1329727,0.0462067
1g_253g,201.201,9.73235385,0.0143009,14.1407226,0.0462808
1g_253g,201.501,9.70998705,0.0140731,14.147491500000001,0.0467198
1g_253g,201.801,9.680370660000001,0.0137713,14.156516700000001,0.0473012
1g_253g,202.101,9.65074446,0.0134696,14.165541900000001,0.0478826
1g_253g,202.401,9.62955486,0.0132536,14.1719184,0.0482985
1g_253g,202.701,9.58016151,0.0145322,14.2001712,0.0499489
1g_253g,203.001,9.54170631,0.0155275,14.2221456,0.0512336
1g_253g,203.302,9.49610943,0.0167079,14.248240200000001,0.0527573
1g_253g,203.602,9.47563596,0.0191247,14.2869897,0.0538606
1g_253g,203.902,9.45048312,0.0220933,14.3346663,0.0552159
1g_253g,204.202,9.42534009,0.0250622,14.3822448,0.0565713
1g_253g,204.502,9.40882986,0.027011,14.413538700000002,0.057461
1g_253g,204.802,9.420582240000002,0.0325637,14.5188,0.0583798
1g_253g,205.103,9.429332760000001,0.0366966,14.597280000000001,0.0590636
1g_253g,205.403,9.43919181,0.041354,14.685570000000002,0.0598342
1g_253g,205.703,9.4765581,0.0442791,14.7727809,0.0595471
1g_253g,206.003,9.519359130000002,0.0476294,14.872744800000001,0.0592183
1g_253g,206.303,9.562150350000001,0.0509795,14.9726106,0.0588895
1g_253g,206.603,9.58771521,0.0529811,15.0322554,0.0586931
1g_253g,206.903,9.66074085,0.055122,15.165965700000001,0.0570491
1g_253g,207.204,9.71280252,0.0566484,15.2612208,0.055877
1g_253g,207.504,9.7684056,0.0582786,15.3630486,0.0546253
1g_253g,207.804,9.80278965,0.0586113,15.4264212,0.053318
1g_253g,208.104,9.839626200000001,0.0589682,15.494502600000002,0.0519156
1g_253g,208.404,9.876511800000001,0.0593252,15.562584000000001,0.0505131
1g_253g,208.704,9.896426100000001,0.0595174,15.599273400000001,0.0497581
1g_253g,209.005,9.9166347,0.0591931,15.650089200000002,0.0476257
1g_253g,209.305,9.9303687,0.0589713,15.6848166,0.0461668
1g_253g,209.605,9.9442989,0.0587475,15.719838300000001,0.044695
1g_253g,209.905,9.9415521,0.0582718,15.7312179,0.043294
1g_253g,210.205,9.938805300000002,0.0577918,15.742793700000002,0.0418804
1g_253g,210.505,9.934685100000001,0.0570816,15.759765000000002,0.0397891
1g_253g,210.805,9.930172500000001,0.0567565,15.7612365,0.0391022
1g_253g,211.106,9.9213435,0.0561321,15.764081400000002,0.0377828
1g_253g,211.406,9.9126126,0.0555076,15.7668282,0.0364634
1g_253g,211.706,9.9042741,0.0549144,15.769575,0.03521
1g_253g,212.006,9.8956413,0.0541817,15.7745781,0.0338822
1g_253g,212.306,9.887499,0.0534839,15.7792869,0.0326176
1g_253g,212.606,9.8758251,0.0524927,15.786055800000002,0.0308215
1g_253g,212.906,9.8723916,0.0520924,15.7918437,0.0301172
1g_253g,213.207,9.8664075,0.0514018,15.801653700000001,0.028902
1g_253g,213.507,9.8604234,0.0507112,15.811561800000002,0.0276868
1g_253g,213.807,9.855126,0.0500959,15.820292700000001,0.0266043
1g_253g,214.107,9.850024800000002,0.0493521,15.8355963,0.0252754
1g_253g,214.407,9.8455122,0.0486815,15.8493303,0.0240774
1g_253g,214.707,9.839331900000001,0.0477686,15.868067400000001,0.0224464
1g_253g,215.008,9.837075600000002,0.0473668,15.878760300000001,0.0217016
1g_253g,215.308,9.8334459,0.0467378,15.8956335,0.0205355
1g_253g,215.608,9.8298162,0.0461087,15.912408600000001,0.0193693
