run,freq_hz,base_accel_ms2,base_phase_rad,mass_accel_ms2,mass_phase_rad
1g_1196g,10.0,9.951460200000001,1.75618,9.491106330000001,1.78779
1g_1196g,10.1451,9.9593082,1.7558,9.48141405,1.78799
1g_1196g,10.2901,9.980890200000001,1.75446,9.490311720000001,1.78804
1g_1196g,10.4352,10.0143423,1.7532,9.52704036,1.7868
1g_1196g,10.5803,10.139714099999999,1.74882,9.6551001,1.78114
1g_1196g,10.7254,10.2229029,1.74612,9.738867690000001,1.77781
1g_1196g,10.8704,10.311291,1.74334,9.828442800000001,1.77467
1g_1196g,11.0155,10.4757066,1.73807,10.001295,1.76905
1g_1196g,11.1606,10.546534800000002,1.73562,10.0793826,1.76628
1g_1196g,11.3057,10.6573878,1.73061,10.2088746,1.75949
1g_1196g,11.4507,10.6986879,1.72798,10.254687300000002,1.75561
1g_1196g,11.5958,10.7336115,1.72527,10.2863736,1.75208
1g_1196g,11.7409,10.7820729,1.7196,10.3162941,1.74713
1g_1196g,11.8859,10.788351300000002,1.71669,10.322082,1.74492
1g_1196g,12.031,10.7824653,1.71386,10.3251231,1.74238
1g_1196g,12.1761,10.7485227,1.7088,10.317471300000001,1.73701
1g_1196g,12.3212,10.7293932,1.70654,10.305405,1.73454
1g_1196g,12.4662,10.6964316,1.702,10.2721491,1.72991
1g_1196g,12.6113,10.6820109,1.69962,10.252038600000002,1.72717
1g_1196g,12.7564,10.6714161,1.69727,10.228985100000001,1.7244
1g_1196g,12.9015,10.6542486,1.69354,10.1763054,1.71934
1g_1196g,13.0465,10.6345305,1.69236,10.1598246,1.71712
1g_1196g,13.1916,10.5809679,1.68798,10.147169700000001,1.71258
1g_1196g,13.3367,10.56537,1.6846,10.1412837,1.70976
1g_1196g,13.4817,10.5646833,1.68077,10.134318600000002,1.70664
1g_1196g,13.6268,10.5719427,1.67297,10.126176300000001,1.70038
1g_1196g,13.7719,10.5589935,1.66964,10.1251953,1.69773
1g_1196g,13.917,10.4852223,1.66503,10.110186,1.69392
1g_1196g,14.062,10.4543208,1.66314,10.101455099999999,1.69207
1g_1196g,14.2071,10.4264604,1.66121,10.091645100000001,1.68994
1g_1196g,14.3522,10.3682871,1.65836,10.058977800000001,1.68573
1g_1196g,14.4972,10.361322000000001,1.65681,10.0554462,1.68379
1g_1196g,14.6423,10.401935400000001,1.65176,10.068199199999999,1.67767
1g_1196g,14.7874,10.426264200000002,1.64847,10.0662372,1.67373
1g_1196g,14.9325,10.440783000000001,1.64522,10.0636866,1.6696
1g_1196g,15.0775,10.4161599,1.64035,10.0617246,1.66458
1g_1196g,15.2226,10.4124321,1.63851,10.0585854,1.66417
1g_1196g,15.3677,10.450887300000002,1.63268,10.0520127,1.6636
1g_1196g,15.5128,10.462365,1.62937,10.0535823,1.66211
1g_1196g,15.6578,10.4606973,1.62649,10.048579199999999,1.65982
1g_1196g,15.8029,10.405172700000001,1.62235,10.0251333,1.65537
1g_1196g,15.948,10.3434678,1.62116,10.004336100000002,1.65379
1g_1196g,16.093,10.265968800000001,1.62017,9.967744800000002,1.65227
1g_1196g,16.2381,10.130983200000001,1.61634,9.905843700000002,1.64607
1g_1196g,16.3832,10.090566,1.61407,9.9033912,1.64176
1g_1196g,16.5283,10.1086164,1.61061,9.9597987,1.63507
1g_1196g,16.6733,10.155508200000002,1.60877,9.995016600000001,1.63274
1g_1196g,16.8184,10.2023019,1.60677,10.021797900000001,1.6313
1g_1196g,16.9635,10.255374000000002,1.60325,10.0742814,1.62928
1g_1196g,17.1086,10.255275900000001,1.60157,10.0882116,1.62666
1g_1196g,17.2536,10.229868,1.59833,10.0834047,1.6209
1g_1196g,17.3987,10.2284946,1.59648,10.065354300000001,1.61849
1g_1196g,17.5438,10.2378141,1.59446,10.045930499999999,1.61664
1g_1196g,17.6888,10.2528234,1.58987,10.044360900000001,1.61268
1g_1196g,17.8339,10.2523329,1.58793,10.0665315,1.61095
1g_1196g,17.979,10.24164,1.58404,10.0622151,1.60938
1g_1196g,18.1241,10.225944,1.58225,10.0361205,1.60813
1g_1196g,18.2691,10.209659400000001,1.58048,10.0208169,1.60478
1g_1196g,18.4142,10.1899413,1.5766,10.002276000000002,1.59724
1g_1196g,18.5593,10.1852325,1.57467,10.0005102,1.59608
1g_1196g,18.7044,10.1789541,1.57063,9.981675000000001,1.59244
1g_1196g,18.8494,10.175913000000001,1.56843,9.9732384,1.58996
1g_1196g,18.9945,10.1722833,1.56641,9.988934400000002,1.58851
1g_1196g,19.1396,10.1583531,1.56274,10.0279782,1.58693
1g_1196g,19.2846,10.1454039,1.56104,10.013851800000001,1.58571
1g_1196g,19.4297,10.127647800000002,1.55725,9.9786339,1.58091
1g_1196g,19.5748,10.1266668,1.55498,9.9820674,1.57656
1g_1196g,19.7199,10.1274516,1.55273,9.978045300000002,1.57344
1g_1196g,19.8649,10.130787,1.54868,9.9894249,1.57114
1g_1196g,20.01,10.134711,1.54656,9.9941337,1.5698
1g_1196g,20.1551,10.1358882,1.54447,9.9891306,1.56819
1g_1196g,20.3001,10.1158758,1.54103,9.9747099,1.5658
1g_1196g,20.4452,10.0849743,1.53928,9.971570700000001,1.56295
1g_1196g,20.5903,10.0499526,1.53533,10.0051209,1.55948
1g_1196g,20.7354,10.0656486,1.53281,10.0240542,1.55842
1g_1196g,20.8804,10.0896831,1.53021,10.0479906,1.55664
1g_1196g,21.0255,10.1203884,1.5252,10.0663353,1.54943
1g_1196g,21.1706,10.1195055,1.52285,10.045832400000002,1.54655
1g_1196g,21.3157,10.1018475,1.51791,10.0357281,1.53805
1g_1196g,21.4607,10.088113500000002,1.51547,10.0251333,1.535
1g_1196g,21.6058,10.0750662,1.51287,10.0226808,1.53093
1g_1196g,21.7509,10.0592721,1.50799,10.003257000000001,1.52634
1g_1196g,21.8959,10.0529937,1.50583,9.987757199999999,1.52523
1g_1196g,22.041,10.0470096,1.50201,9.962055000000001,1.52465
1g_1196g,22.1861,10.044360900000001,1.50061,9.9151632,1.52218
1g_1196g,22.3312,10.0369053,1.50044,9.878866200000001,1.52154
1g_1196g,22.4762,10.0955691,1.50008,9.904470300000002,1.52234
1g_1196g,22.6213,10.1271573,1.49893,9.887106600000001,1.52017
1g_1196g,22.7664,10.1497203,1.49748,9.8657208,1.51953
1g_1196g,22.9115,10.1864097,1.49388,9.879356699999999,1.5172
1g_1196g,23.0565,10.1452077,1.49157,9.906138,1.51528
1g_1196g,23.2016,9.9339003,1.48893,9.8999577,1.51183
1g_1196g,23.3467,9.877689,1.48718,9.8604234,1.51074
1g_1196g,23.4917,9.866898,1.48498,9.8513982,1.50835
1g_1196g,23.6368,9.9554823,1.47989,9.922815000000002,1.50052
1g_1196g,23.7819,9.9918774,1.47828,9.961760700000001,1.49906
1g_1196g,23.927,9.990994500000001,1.47626,10.0067886,1.49792
1g_1196g,24.072,9.978241500000001,1.47463,10.0103202,1.49719
1g_1196g,24.2171,9.971080200000001,1.47268,10.0216998,1.49489
1g_1196g,24.3622,9.9811845,1.46862,10.0154214,1.48707
1g_1196g,24.5073,9.993447,1.46659,10.0095354,1.48311
1g_1196g,24.6523,10.0039437,1.46495,10.040436900000001,1.48334
1g_1196g,24.7974,10.0094373,1.46116,10.097040600000001,1.48017
1g_1196g,24.9425,10.0065924,1.45947,10.0843857,1.47811
1g_1196g,25.0875,10.004336100000002,1.45626,10.050541200000001,1.4754
1g_1196g,25.2326,10.007671499999999,1.45424,10.069572599999999,1.47349
1g_1196g,25.3777,10.007279100000002,1.45222,10.082129400000001,1.47177
1g_1196g,25.5228,10.000608300000001,1.44854,10.067806800000001,1.4698
