run,freq_hz,base_accel_ms2,base_phase_rad,mass_accel_ms2,mass_phase_rad
01g_573g,100.0,0.97833168,0.535201,1.15495092,0.509964
01g_573g,100.2,0.9825009300000002,0.534843,1.1586394800000002,0.510832
01g_573g,100.4,0.98307972,0.534524,1.15921827,0.510609
01g_573g,100.6,0.98377623,0.534144,1.15990497,0.510342
01g_573g,100.8,0.9844629300000001,0.533764,1.16059167,0.510075
01g_573g,101.001,0.98514963,0.533384,1.1612685600000001,0.509808
01g_573g,101.201,0.98609139,0.532864,1.16221032,0.509442
01g_573g,101.401,0.9865132200000001,0.532584,1.16292645,0.509424
01g_573g,101.601,0.98719011,0.53214,1.1640644100000002,0.509396
01g_573g,101.801,0.98785719,0.531697,1.16520237,0.509367
01g_573g,102.001,0.98853408,0.531253,1.1663403300000001,0.509339
01g_573g,102.201,0.98921097,0.53081,1.16747829,0.50931
01g_573g,102.401,0.98959356,0.530555,1.16813556,0.509294
01g_573g,102.601,0.99191853,0.530103,1.17206937,0.509762
01g_573g,102.801,0.9935568,0.529786,1.17482598,0.51009
01g_573g,103.002,0.99519507,0.529469,1.17758259,0.510418
01g_573g,103.202,0.99682353,0.529153,1.1803392,0.510747
01g_573g,103.402,0.9980988300000001,0.528906,1.1824777800000001,0.511002
01g_573g,103.602,1.00104183,0.526277,1.18743183,0.508652
01g_573g,103.802,1.00344528,0.524125,1.19148336,0.506727
01g_573g,104.002,1.00584873,0.521973,1.1955447000000001,0.504802
01g_573g,104.202,1.00826199,0.51982,1.19959623,0.502877
01g_573g,104.402,1.0106262000000001,0.517701,1.2035889,0.500981
01g_573g,104.602,1.01056734,0.51395,1.2051486900000001,0.497256
01g_573g,104.802,1.01049867,0.510257,1.2066790500000002,0.493587
01g_573g,105.003,1.01043981,0.506563,1.20820941,0.489918
01g_573g,105.203,1.0103711400000002,0.502869,1.20974958,0.486249
01g_573g,105.403,1.01029266,0.498472,1.21157424,0.481882
01g_573g,105.603,1.0082325600000002,0.496903,1.21028913,0.480275
01g_573g,105.803,1.00569177,0.494965,1.2086901,0.478291
01g_573g,106.003,1.00315098,0.493028,1.20710088,0.476307
01g_573g,106.203,1.0006101900000002,0.49109,1.20551166,0.474322
01g_573g,106.403,0.9970589700000001,0.488385,1.20328479,0.471552
01g_573g,106.603,0.9958032900000001,0.48747,1.20268638,0.470831
01g_573g,106.803,0.99372357,0.485954,1.20169557,0.469637
01g_573g,107.004,0.99165366,0.484439,1.2006949500000001,0.468443
01g_573g,107.204,0.9895739400000001,0.482924,1.1997041400000001,0.46725
01g_573g,107.404,0.9874942200000001,0.481408,1.1987133300000001,0.466056
01g_573g,107.604,0.98624835,0.480496,1.19811492,0.465337
01g_573g,107.804,0.98487495,0.47807,1.19830131,0.463634
01g_573g,108.004,0.98389395,0.476335,1.19844846,0.462416
01g_573g,108.204,0.9829129500000001,0.4746,1.1985858,0.461198
01g_573g,108.404,0.9819319500000001,0.472865,1.19872314,0.45998
01g_573g,108.604,0.9811471500000001,0.471464,1.19883105,0.458997
